epoch,from_worker,to_worker,activity_type,#(activities),t(activities),#(records)
5,0,0,Processing,27,4367055,50000
5,10,15,ControlMessage,1,984623,0
5,6,0,ControlMessage,1,2186501,0
5,6,13,ControlMessage,1,0,0
5,2,2,Processing,2,714788,2000
5,9,15,ControlMessage,1,1031828,0
5,14,0,ControlMessage,1,670009394,0
5,6,6,Busy,6,238934,0
5,13,9,ControlMessage,1,527464,0
5,15,9,ControlMessage,1,491102,0
5,8,8,Busy,6,346915,0
5,6,6,Processing,2,772629,2000
5,13,2,ControlMessage,1,665455135,0
5,7,7,Busy,6,242955,0
5,7,1,ControlMessage,1,2110709,0
5,3,9,ControlMessage,1,0,0
5,5,7,ControlMessage,1,488942,0
5,6,0,DataMessage,1,2826120,1000
5,4,12,ControlMessage,1,0,0
5,5,1,ControlMessage,1,2184720,0
5,2,11,ControlMessage,1,0,0
5,3,3,Waiting,18,5694936,0
5,9,9,Processing,2,841200,2000
5,7,7,Waiting,17,4970930,0
5,4,4,Busy,6,241656,0
5,5,3,ControlMessage,1,1127560,0
5,10,9,ControlMessage,1,335743,0
5,13,13,Processing,2,781761,2000
5,0,10,ControlMessage,3,0,0
5,2,2,Spinning,6,191781,0
5,0,11,ControlMessage,3,0,0
5,3,14,ControlMessage,1,0,0
5,3,0,DataMessage,1,2650060,1000
5,4,7,ControlMessage,1,457939,0
5,14,8,ControlMessage,1,558391,0
5,9,2,ControlMessage,1,665545606,0
5,4,14,ControlMessage,1,0,0
5,2,0,DataMessage,1,2214184,1000
5,9,13,ControlMessage,1,1062374,0
5,10,7,ControlMessage,1,665729461,0
5,4,11,ControlMessage,1,0,0
5,11,0,DataMessage,1,667861778,1000
5,13,13,Spinning,5,224364,0
5,1,1,Waiting,17,5055608,0
5,5,10,ControlMessage,1,0,0
5,1,4,ControlMessage,1,0,0
5,6,11,ControlMessage,1,0,0
5,14,14,Spinning,5,285374,0
5,1,11,ControlMessage,1,0,0
5,10,10,Busy,6,602119,0
5,10,4,ControlMessage,1,665328281,0
5,1,1,Busy,7,406711,0
5,1,15,ControlMessage,1,0,0
5,5,6,ControlMessage,1,432622,0
5,7,0,ControlMessage,1,2224963,0
5,2,4,ControlMessage,1,1385968,0
5,8,12,ControlMessage,1,1051495,0
5,4,2,ControlMessage,1,0,0
5,15,15,Processing,2,828263,2000
5,10,10,Processing,2,820598,2000
5,5,5,Spinning,5,175811,0
5,2,2,Waiting,17,5299999,0
5,11,15,ControlMessage,1,1055402,0
5,3,6,ControlMessage,1,961461,0
5,3,10,ControlMessage,1,0,0
5,12,1,ControlMessage,1,667437894,0
5,14,12,ControlMessage,1,622798,0
5,5,4,ControlMessage,1,346818,0
5,10,8,ControlMessage,1,246855,0
5,8,5,ControlMessage,1,665318062,0
5,3,12,ControlMessage,1,0,0
5,5,11,ControlMessage,1,0,0
5,9,5,ControlMessage,1,665360543,0
5,10,11,ControlMessage,1,226250,0
5,1,0,ControlMessage,1,1153973,0
5,15,11,ControlMessage,1,500269,0
5,2,15,ControlMessage,1,0,0
5,4,9,ControlMessage,1,0,0
5,0,0,Waiting,15,1010762,0
5,9,9,Waiting,18,6775052,0
5,11,1,ControlMessage,1,667723863,0
5,6,10,ControlMessage,1,0,0
5,13,13,Busy,6,243126,0
5,11,13,ControlMessage,1,1091050,0
5,2,8,ControlMessage,1,0,0
5,7,13,ControlMessage,1,0,0
5,7,15,ControlMessage,1,0,0
5,8,10,ControlMessage,1,395240,0
5,15,14,ControlMessage,1,766480,0
5,11,7,ControlMessage,1,665819998,0
5,1,9,ControlMessage,1,0,0
5,7,14,ControlMessage,1,0,0
5,15,3,ControlMessage,1,665696253,0
5,14,2,ControlMessage,1,665290193,0
5,3,11,ControlMessage,1,0,0
5,4,0,DataMessage,1,2763410,1000
5,14,10,ControlMessage,1,706150,0
5,7,6,ControlMessage,1,361765,0
5,5,15,ControlMessage,1,0,0
5,15,12,ControlMessage,1,370355,0
5,14,7,ControlMessage,1,665381591,0
5,13,8,ControlMessage,1,411813,0
5,4,1,ControlMessage,1,2109765,0
5,0,0,Spinning,5,197859,0
5,4,6,ControlMessage,1,369850,0
5,12,6,ControlMessage,1,665246983,0
5,8,8,Processing,2,831001,2000
5,7,12,ControlMessage,1,0,0
5,1,0,DataMessage,1,109798,1000
5,3,0,ControlMessage,1,2112955,0
5,0,2,ControlMessage,3,0,0
5,13,7,ControlMessage,1,665535611,0
5,8,13,ControlMessage,1,1017437,0
5,2,10,ControlMessage,1,0,0
5,15,5,ControlMessage,1,665085060,0
5,4,4,Waiting,17,5148709,0
5,9,0,DataMessage,1,667734299,1000
5,12,12,Spinning,5,202629,0
5,11,12,ControlMessage,1,1130207,0
5,0,13,ControlMessage,3,0,0
5,6,14,ControlMessage,1,0,0
5,14,14,Busy,6,344847,0
5,6,3,ControlMessage,1,1024763,0
5,3,7,ControlMessage,1,1107900,0
5,11,5,ControlMessage,1,665405056,0
5,7,9,ControlMessage,1,0,0
5,0,9,ControlMessage,3,0,0
5,14,5,ControlMessage,1,665138585,0
5,12,12,Waiting,17,5049860,0
5,7,10,ControlMessage,1,0,0
5,12,14,ControlMessage,1,807247,0
5,1,3,ControlMessage,1,0,0
5,1,1,Spinning,6,226016,0
5,13,10,ControlMessage,1,666857,0
5,1,13,ControlMessage,1,0,0
5,14,13,ControlMessage,1,588793,0
5,4,4,Processing,2,786928,2000
5,3,4,ControlMessage,1,845401,0
5,7,3,ControlMessage,1,1050085,0
5,8,8,Waiting,18,6728191,0
5,8,8,Spinning,5,170174,0
5,11,8,ControlMessage,1,328627,0
5,3,5,ControlMessage,1,881073,0
5,3,15,ControlMessage,1,0,0
5,2,13,ControlMessage,1,0,0
5,3,1,ControlMessage,1,1997993,0
5,15,15,Busy,6,257064,0
5,11,2,ControlMessage,1,665589837,0
5,15,0,ControlMessage,1,670143639,0
5,13,6,ControlMessage,1,665238071,0
5,7,11,ControlMessage,1,0,0
5,14,15,ControlMessage,1,552830,0
5,12,4,ControlMessage,1,665143666,0
5,6,9,ControlMessage,1,0,0
5,8,4,ControlMessage,1,665341824,0
5,3,13,ControlMessage,1,0,0
5,13,3,ControlMessage,1,665721055,0
6,0,9,ControlMessage,4,0,0
6,3,5,ControlMessage,1,945725,0
6,10,0,ControlMessage,1,668388611,0
6,0,0,Spinning,5,165932,0
6,9,0,DataMessage,1,667423503,1000
6,4,4,Waiting,25,7816976,0
6,13,10,ControlMessage,1,1084194,0
6,5,0,ControlMessage,1,2248774,0
6,3,3,Busy,7,437568,0
6,4,7,ControlMessage,1,411937,0
6,11,5,ControlMessage,1,665102366,0
6,14,5,ControlMessage,1,665218590,0
6,7,7,Waiting,26,8156208,0
6,11,12,ControlMessage,1,772484,0
6,11,15,ControlMessage,1,754606,0
6,4,5,ControlMessage,1,293283,0
6,15,9,ControlMessage,1,882161,0
6,9,9,Waiting,16,3459120,0
6,0,7,ControlMessage,4,8669754,0
6,5,2,ControlMessage,1,492828,0
6,9,9,Busy,8,424107,0
6,7,12,ControlMessage,1,0,0
6,5,0,DataMessage,1,2705553,1000
6,11,9,ControlMessage,1,217197,0
6,10,7,ControlMessage,1,665120485,0
6,10,9,ControlMessage,1,69404,0
6,7,7,Spinning,5,289561,0
6,11,8,ControlMessage,1,458119,0
6,1,12,ControlMessage,1,0,0
6,4,10,ControlMessage,1,0,0
6,11,11,Waiting,16,3151000,0
6,12,12,Processing,2,777059,2000
6,4,4,Processing,2,811762,2000
6,15,12,ControlMessage,1,211159,0
6,9,9,Processing,2,895517,2000
6,8,6,ControlMessage,1,665131793,0
6,11,11,Spinning,5,186704,0
6,2,6,ControlMessage,1,1190035,0
6,1,14,ControlMessage,1,0,0
6,10,14,ControlMessage,1,592961,0
6,3,11,ControlMessage,1,0,0
6,9,2,ControlMessage,1,664997941,0
6,2,2,Spinning,6,300628,0
6,5,5,Busy,6,245079,0
6,11,0,DataMessage,1,668659993,1000
6,12,9,ControlMessage,1,913975,0
6,2,2,Processing,2,880736,2000
6,15,15,Waiting,18,5534781,0
6,0,0,Waiting,15,1325957,0
6,0,13,ControlMessage,4,0,0
6,10,11,ControlMessage,1,595797,0
6,2,7,ControlMessage,1,1540139,0
6,3,10,ControlMessage,1,0,0
6,7,6,ControlMessage,1,338869,0
6,9,3,ControlMessage,1,665456303,0
6,4,6,ControlMessage,1,335981,0
6,7,14,ControlMessage,1,0,0
6,7,1,ControlMessage,1,2136484,0
6,15,2,ControlMessage,1,665458853,0
6,0,8,ControlMessage,4,0,0
6,11,1,ControlMessage,1,667231817,0
6,10,10,Spinning,5,169221,0
6,2,15,ControlMessage,1,0,0
6,7,0,DataMessage,1,2659697,1000
6,3,9,ControlMessage,1,0,0
6,6,11,ControlMessage,1,0,0
6,1,1,Processing,2,701264,2000
6,9,13,ControlMessage,1,688719,0
6,6,3,ControlMessage,1,826759,0
6,7,5,ControlMessage,1,295915,0
6,14,7,ControlMessage,1,665159279,0
6,13,12,ControlMessage,1,252558,0
6,5,15,ControlMessage,1,0,0
6,8,9,ControlMessage,1,250496,0
6,15,7,ControlMessage,1,665362108,0
6,3,14,ControlMessage,1,0,0
6,7,13,ControlMessage,1,0,0
6,13,4,ControlMessage,1,665126568,0
6,14,13,ControlMessage,1,342599,0
6,7,4,ControlMessage,1,268856,0
6,15,15,Spinning,6,188695,0
6,9,11,ControlMessage,1,774938,0
6,13,5,ControlMessage,1,665148999,0
6,8,12,ControlMessage,1,806139,0
6,9,8,ControlMessage,1,830652,0
6,10,10,Busy,7,298648,0
6,12,13,ControlMessage,1,235988,0
6,6,13,ControlMessage,1,0,0
6,10,8,ControlMessage,1,672539,0
6,2,13,ControlMessage,1,0,0
6,0,15,ControlMessage,4,0,0
6,1,7,ControlMessage,1,0,0
6,15,1,ControlMessage,1,666981878,0
6,6,7,ControlMessage,1,378231,0
6,14,14,Waiting,18,4856330,0
6,10,1,ControlMessage,1,666862196,0
6,14,6,ControlMessage,1,665201344,0
6,6,0,ControlMessage,1,2198045,0
6,13,13,Spinning,6,190551,0
6,5,3,ControlMessage,1,873240,0
6,13,3,ControlMessage,1,665478251,0
6,6,1,ControlMessage,1,2082596,0
6,9,1,ControlMessage,1,667041346,0
6,9,15,ControlMessage,1,675776,0
6,12,14,ControlMessage,1,1404225,0
6,13,6,ControlMessage,1,665219054,0
6,7,7,Busy,6,373023,0
6,13,9,ControlMessage,1,928264,0
6,0,10,ControlMessage,4,0,0
6,8,8,Processing,2,1150855,2000
6,1,13,ControlMessage,1,0,0
6,2,4,ControlMessage,1,1097886,0
6,15,13,ControlMessage,1,197870,0
6,10,0,DataMessage,1,668725766,1000
6,10,6,ControlMessage,1,665094563,0
6,7,8,ControlMessage,1,0,0
6,13,0,ControlMessage,1,669069612,0
6,12,12,Waiting,18,5493869,0
6,13,7,ControlMessage,1,665407918,0
6,6,12,ControlMessage,1,0,0
6,13,11,ControlMessage,1,1037685,0
6,12,7,ControlMessage,1,665392672,0
6,8,3,ControlMessage,1,665433529,0
6,12,2,ControlMessage,1,665479543,0
6,12,1,ControlMessage,1,667011643,0
6,14,14,Spinning,5,219252,0
6,14,12,ControlMessage,1,310952,0
6,10,10,Waiting,16,3438863,0
6,9,12,ControlMessage,1,686015,0
6,13,15,ControlMessage,1,316288,0
6,14,3,ControlMessage,1,666615259,0
6,8,0,DataMessage,1,667109335,1000
6,5,12,ControlMessage,1,0,0
6,0,5,ControlMessage,4,3667106,0
6,8,10,ControlMessage,1,309288,0
6,14,4,ControlMessage,1,665203420,0
6,3,4,ControlMessage,1,906556,0
6,10,12,ControlMessage,1,507750,0
6,3,3,Waiting,16,3013804,0
6,14,14,Busy,6,378898,0
6,5,1,ControlMessage,1,2133591,0
6,0,12,ControlMessage,4,0,0
6,4,4,Busy,6,246819,0
6,6,9,ControlMessage,1,0,0
6,13,14,ControlMessage,1,1403005,0
6,6,14,ControlMessage,1,0,0
6,14,8,ControlMessage,1,2041305,0
6,13,2,ControlMessage,1,665499692,0
6,9,9,Spinning,6,182699,0
6,8,4,ControlMessage,1,665096327,0
6,6,2,ControlMessage,1,444792,0
6,5,9,ControlMessage,1,0,0
6,3,3,Processing,2,872936,2000
6,6,8,ControlMessage,1,0,0
6,8,15,ControlMessage,1,788344,0
6,4,14,ControlMessage,1,0,0
6,2,8,ControlMessage,1,0,0
6,7,10,ControlMessage,1,0,0
6,11,6,ControlMessage,1,665098231,0
6,5,8,ControlMessage,1,0,0
6,2,0,ControlMessage,1,2779229,0
6,12,11,ControlMessage,1,1018688,0
6,9,0,ControlMessage,1,667053806,0
6,13,8,ControlMessage,1,967668,0
6,2,3,ControlMessage,1,1388705,0
6,8,8,Waiting,16,3160435,0
6,5,5,Spinning,5,154654,0
6,10,10,Processing,2,912144,2000
6,13,1,ControlMessage,1,667027615,0
6,4,8,ControlMessage,1,0,0
6,14,15,ControlMessage,1,347046,0
6,7,9,ControlMessage,1,0,0
6,12,12,Spinning,6,172387,0
6,11,10,ControlMessage,1,280521,0
6,15,4,ControlMessage,1,665080692,0
6,11,14,ControlMessage,1,733981,0
6,6,6,Busy,6,259842,0
6,14,14,Processing,2,1399241,2000
6,11,3,ControlMessage,1,665405677,0
6,1,15,ControlMessage,1,0,0
6,4,13,ControlMessage,1,0,0
6,10,3,ControlMessage,1,665281396,0
6,10,4,ControlMessage,1,665078381,0
6,4,3,ControlMessage,1,857495,0
6,5,6,ControlMessage,1,335137,0
6,15,0,ControlMessage,1,669023218,0
6,15,14,ControlMessage,1,1368169,0
6,8,5,ControlMessage,1,665135604,0
6,12,4,ControlMessage,1,665111093,0
6,9,10,ControlMessage,1,440054,0
6,10,5,ControlMessage,1,665118121,0
6,6,10,ControlMessage,1,0,0
6,2,5,ControlMessage,1,1120395,0
6,12,12,Busy,7,472293,0
6,0,6,ControlMessage,4,3649477,0
6,5,7,ControlMessage,1,354648,0
6,14,1,ControlMessage,1,666581511,0
6,1,0,ControlMessage,1,1125246,0
6,5,5,Waiting,25,7851016,0
6,11,4,ControlMessage,1,665062774,0
6,2,11,ControlMessage,1,0,0
6,15,6,ControlMessage,1,665173447,0
6,1,2,ControlMessage,1,0,0
6,11,11,Processing,2,1106317,2000
6,12,0,DataMessage,1,667405228,1000
6,0,4,ControlMessage,4,3616805,0
6,12,0,ControlMessage,1,669054852,0
6,5,5,Processing,2,782002,2000
6,6,6,Processing,2,821910,2000
6,10,15,ControlMessage,1,497204,0
6,13,13,Processing,2,734254,2000
6,7,7,Processing,2,790474,2000
6,3,15,ControlMessage,1,0,0
6,0,14,ControlMessage,4,0,0
6,13,13,Waiting,18,5472180,0
6,15,11,ControlMessage,1,996129,0
6,8,14,ControlMessage,1,763266,0
6,7,3,ControlMessage,1,885288,0
6,12,3,ControlMessage,1,665458862,0
6,15,0,DataMessage,1,667476193,1000
6,5,11,ControlMessage,1,0,0
6,4,0,DataMessage,1,2703480,1000
6,3,6,ControlMessage,1,942094,0
6,14,11,ControlMessage,1,1937912,0
6,15,8,ControlMessage,1,924892,0
6,2,12,ControlMessage,1,0,0
6,3,7,ControlMessage,1,5860190,0
6,4,11,ControlMessage,1,0,0
6,3,12,ControlMessage,1,0,0
6,6,0,DataMessage,1,2767466,1000
6,4,4,Spinning,5,157963,0
6,4,9,ControlMessage,1,0,0
6,8,7,ControlMessage,1,670050945,0
6,2,1,ControlMessage,1,2157038,0
6,3,1,ControlMessage,1,2058556,0
6,15,15,Busy,7,393005,0
6,8,0,ControlMessage,1,668202823,0
6,0,11,ControlMessage,4,0,0
6,8,8,Spinning,5,207447,0
6,2,14,ControlMessage,1,0,0
6,2,2,Busy,7,612247,0
6,0,3,ControlMessage,4,0,0
6,15,15,Processing,2,820901,2000
6,9,4,ControlMessage,1,665256602,0
6,7,11,ControlMessage,1,0,0
6,5,10,ControlMessage,1,0,0
6,14,2,ControlMessage,1,664655474,0
6,11,2,ControlMessage,1,665294373,0
6,6,5,ControlMessage,1,251494,0
6,13,0,DataMessage,1,667529352,1000
6,14,0,ControlMessage,1,668216067,0
6,13,13,Busy,7,527683,0
6,6,6,Spinning,5,156446,0
6,6,6,Waiting,25,7768375,0
6,0,2,ControlMessage,4,0,0
6,3,3,Spinning,5,170711,0
6,3,0,ControlMessage,1,2478512,0
6,11,11,Busy,7,435201,0
6,3,0,DataMessage,1,2668578,1000
6,11,0,ControlMessage,1,668168447,0
6,1,1,Spinning,6,388636,0
6,15,5,ControlMessage,1,665103628,0
6,1,1,Waiting,18,5435356,0
6,1,5,ControlMessage,1,0,0
6,14,9,ControlMessage,1,1408926,0
6,1,4,ControlMessage,1,0,0
6,12,5,ControlMessage,1,665133854,0
6,5,13,ControlMessage,1,0,0
6,6,4,ControlMessage,1,224405,0
6,12,15,ControlMessage,1,313411,0
6,6,15,ControlMessage,1,0,0
6,14,10,ControlMessage,1,1595428,0
6,8,13,ControlMessage,1,842380,0
6,9,5,ControlMessage,1,665296218,0
6,1,1,Busy,7,286289,0
6,8,2,ControlMessage,1,665323177,0
6,2,2,Waiting,18,5218819,0
6,11,13,ControlMessage,1,812807,0
6,10,2,ControlMessage,1,665100274,0
6,8,11,ControlMessage,1,408068,0
6,15,3,ControlMessage,1,665436715,0
6,9,7,ControlMessage,1,665298743,0
6,2,10,ControlMessage,1,0,0
6,4,15,ControlMessage,1,0,0
6,0,0,Processing,30,4545034,50000
6,15,10,ControlMessage,1,1038667,0
6,7,2,ControlMessage,1,502310,0
6,0,1,ControlMessage,4,829913,0
6,2,0,DataMessage,1,2004027,1000
6,0,0,Busy,19,865886,0
6,10,13,ControlMessage,1,510001,0
6,12,10,ControlMessage,1,1069474,0
6,9,6,ControlMessage,1,665272627,0
6,7,15,ControlMessage,1,0,0
6,4,12,ControlMessage,1,0,0
6,9,14,ControlMessage,1,654018,0
6,14,0,DataMessage,1,668753683,1000
6,5,14,ControlMessage,1,0,0
6,4,2,ControlMessage,1,478819,0
6,4,1,ControlMessage,1,2121284,0
6,2,9,ControlMessage,1,0,0
6,1,6,ControlMessage,1,0,0
6,12,6,ControlMessage,1,665203529,0
6,3,2,ControlMessage,1,413605,0
6,1,0,DataMessage,1,110585,1000
6,7,0,ControlMessage,1,2252330,0
6,3,8,ControlMessage,1,0,0
6,3,13,ControlMessage,1,0,0
6,8,1,ControlMessage,1,667264824,0
6,8,8,Busy,7,503533,0
6,4,0,ControlMessage,1,2237392,0
6,11,7,ControlMessage,1,670018487,0
6,5,4,ControlMessage,1,265393,0
6,12,8,ControlMessage,1,950134,0
7,6,9,ControlMessage,1,0,0
7,8,0,DataMessage,1,668356875,1000
7,10,2,ControlMessage,1,665784433,0
7,9,9,Processing,2,1003879,2000
7,13,2,ControlMessage,1,665802884,0
7,15,12,ControlMessage,1,124841,0
7,10,1,ControlMessage,1,667572467,0
7,14,8,ControlMessage,1,666445,0
7,2,0,DataMessage,1,2067251,1000
7,4,0,ControlMessage,1,3260358,0
7,7,0,ControlMessage,1,2648495,0
7,0,14,ControlMessage,4,0,0
7,4,4,Processing,2,877381,2000
7,11,11,Waiting,18,5295886,0
7,14,5,ControlMessage,1,666189240,0
7,1,14,ControlMessage,1,0,0
7,7,12,ControlMessage,1,0,0
7,9,13,ControlMessage,1,566344,0
7,13,13,Busy,7,290093,0
7,2,8,ControlMessage,1,0,0
7,2,13,ControlMessage,1,0,0
7,5,6,ControlMessage,1,273158,0
7,2,5,ControlMessage,1,2437644,0
7,4,1,ControlMessage,1,2519975,0
7,6,13,ControlMessage,1,0,0
7,6,3,ControlMessage,1,643663,0
7,3,10,ControlMessage,1,0,0
7,1,1,Spinning,7,213245,0
7,13,14,ControlMessage,1,1526345,0
7,15,10,ControlMessage,1,497067,0
7,11,3,ControlMessage,1,665910561,0
7,3,14,ControlMessage,1,0,0
7,8,3,ControlMessage,1,665569442,0
7,7,11,ControlMessage,1,0,0
7,3,11,ControlMessage,1,0,0
7,1,1,Waiting,18,5032750,0
7,4,4,Busy,8,442119,0
7,11,15,ControlMessage,1,667414,0
7,1,1,Busy,8,873257,0
7,4,7,ControlMessage,1,913773,0
7,10,10,Spinning,6,217361,0
7,9,15,ControlMessage,1,716451,0
7,4,3,ControlMessage,1,644910,0
7,3,0,ControlMessage,1,3753435,0
7,11,11,Busy,6,337616,0
7,1,2,ControlMessage,1,81161,0
7,0,0,Waiting,15,1254750,0
7,8,12,ControlMessage,1,672418,0
7,2,10,ControlMessage,1,0,0
7,6,1,ControlMessage,1,2517561,0
7,2,2,Waiting,18,4463299,0
7,2,15,ControlMessage,1,0,0
7,14,14,Spinning,5,238799,0
7,12,12,Processing,2,807191,2000
7,12,9,ControlMessage,1,364319,0
7,1,0,ControlMessage,1,873712,0
7,4,2,ControlMessage,1,561560,0
7,11,10,ControlMessage,1,352024,0
7,13,0,ControlMessage,1,668543578,0
7,8,0,ControlMessage,1,667935955,0
7,8,2,ControlMessage,1,665178724,0
7,11,9,ControlMessage,1,391520,0
7,3,3,Spinning,5,227337,0
7,9,10,ControlMessage,1,258266,0
7,1,11,ControlMessage,1,0,0
7,1,10,ControlMessage,1,0,0
7,5,13,ControlMessage,1,0,0
7,11,2,ControlMessage,1,665522396,0
7,12,3,ControlMessage,1,665667191,0
7,11,1,ControlMessage,1,667303453,0
7,14,0,DataMessage,1,668186329,1000
7,5,3,ControlMessage,1,617270,0
7,11,0,ControlMessage,1,668271924,0
7,0,13,ControlMessage,4,0,0
7,13,10,ControlMessage,1,636321,0
7,8,9,ControlMessage,1,265417,0
7,15,15,Waiting,18,5582584,0
7,6,2,ControlMessage,1,559546,0
7,4,15,ControlMessage,1,0,0
7,10,8,ControlMessage,1,1078467,0
7,0,0,Busy,19,882095,0
7,15,15,Spinning,6,171157,0
7,2,11,ControlMessage,1,0,0
7,13,0,DataMessage,1,667054905,1000
7,5,5,Busy,8,441865,0
7,11,8,ControlMessage,1,821920,0
7,5,2,ControlMessage,1,533424,0
7,14,9,ControlMessage,1,300251,0
7,5,15,ControlMessage,1,0,0
7,7,0,DataMessage,1,3162022,1000
7,2,7,ControlMessage,1,1646098,0
7,7,9,ControlMessage,1,0,0
7,14,15,ControlMessage,1,255067,0
7,1,3,ControlMessage,1,13694,0
7,6,8,ControlMessage,1,0,0
7,4,11,ControlMessage,1,0,0
7,7,5,ControlMessage,1,146997,0
7,5,0,ControlMessage,1,3231622,0
7,13,15,ControlMessage,1,438550,0
7,12,10,ControlMessage,1,615196,0
7,5,14,ControlMessage,1,0,0
7,13,8,ControlMessage,1,1133395,0
7,7,13,ControlMessage,1,0,0
7,13,13,Spinning,6,175800,0
7,1,13,ControlMessage,1,0,0
7,7,14,ControlMessage,1,0,0
7,4,10,ControlMessage,1,0,0
7,2,0,ControlMessage,1,3778509,0
7,0,6,ControlMessage,3,0,0
7,12,11,ControlMessage,1,710624,0
7,10,10,Busy,7,283768,0
7,0,10,ControlMessage,4,0,0
7,3,13,ControlMessage,1,0,0
7,7,1,ControlMessage,1,1909161,0
7,5,8,ControlMessage,1,0,0
7,15,9,ControlMessage,1,523898,0
7,8,8,Processing,2,1244684,2000
7,11,11,Processing,2,1195765,2000
7,10,0,DataMessage,1,666885982,1000
7,4,6,ControlMessage,1,297187,0
7,9,2,ControlMessage,1,665700873,0
7,0,5,ControlMessage,3,0,0
7,2,1,ControlMessage,1,2010490,0
7,6,6,Waiting,10,3339785,0
7,14,14,Waiting,18,4693951,0
7,3,0,DataMessage,1,2033597,1000
7,3,4,ControlMessage,1,1074410,0
7,4,0,DataMessage,1,3566708,1000
7,9,14,ControlMessage,1,1618923,0
7,12,14,ControlMessage,1,1519882,0
7,14,1,ControlMessage,1,666738943,0
7,2,6,ControlMessage,1,2459805,0
7,3,7,ControlMessage,1,1623520,0
7,8,8,Busy,6,414843,0
7,10,11,ControlMessage,1,703067,0
7,3,3,Processing,2,1388757,2000
7,0,2,ControlMessage,4,0,0
7,2,9,ControlMessage,1,0,0
7,8,15,ControlMessage,1,651174,0
7,3,2,ControlMessage,1,996976,0
7,0,1,ControlMessage,4,996243,0
7,3,9,ControlMessage,1,0,0
7,7,7,Processing,2,952611,2000
7,9,8,ControlMessage,1,1014612,0
7,2,4,ControlMessage,1,1097051,0
7,3,6,ControlMessage,1,1097367,0
7,1,8,ControlMessage,1,0,0
7,14,6,ControlMessage,1,666211373,0
7,9,9,Busy,7,287507,0
7,0,0,Processing,30,4666989,50000
7,4,4,Spinning,6,183743,0
7,3,8,ControlMessage,1,0,0
7,7,4,ControlMessage,1,111044,0
7,6,7,ControlMessage,1,904452,0
7,12,12,Busy,7,282530,0
7,11,4,ControlMessage,1,665557385,0
7,14,3,ControlMessage,1,665217908,0
7,8,5,ControlMessage,1,665301184,0
7,2,2,Spinning,5,400492,0
7,5,0,DataMessage,1,3648496,1000
7,13,1,ControlMessage,1,666733277,0
7,5,1,ControlMessage,1,2491602,0
7,4,4,Waiting,10,3376923,0
7,15,15,Processing,2,882663,2000
7,7,3,ControlMessage,1,237278,0
7,7,15,ControlMessage,1,0,0
7,9,9,Spinning,6,196351,0
7,14,14,Processing,2,1436450,2000
7,6,12,ControlMessage,1,0,0
7,5,9,ControlMessage,1,0,0
7,2,2,Busy,6,273121,0
7,4,13,ControlMessage,1,0,0
7,8,4,ControlMessage,1,665251453,0
7,14,10,ControlMessage,1,338248,0
7,9,0,DataMessage,1,666965333,1000
7,11,11,Spinning,5,187570,0
7,0,7,ControlMessage,3,0,0
7,3,5,ControlMessage,1,1129178,0
7,3,1,ControlMessage,1,1979789,0
7,12,12,Spinning,6,197494,0
7,1,0,DataMessage,1,122884,1000
7,15,2,ControlMessage,1,665667434,0
7,9,3,ControlMessage,1,666092147,0
7,14,7,ControlMessage,1,665397784,0
7,2,2,Processing,2,1435016,2000
7,8,13,ControlMessage,1,675574,0
7,7,7,Waiting,9,2782188,0
7,6,10,ControlMessage,1,0,0
7,10,0,ControlMessage,1,668539726,0
7,12,2,ControlMessage,1,665777790,0
7,12,0,ControlMessage,1,668522633,0
7,10,9,ControlMessage,1,304872,0
7,11,13,ControlMessage,1,732846,0
7,8,8,Waiting,18,4899614,0
7,12,0,DataMessage,1,666917882,1000
7,10,3,ControlMessage,1,666175367,0
7,15,8,ControlMessage,1,996932,0
7,1,15,ControlMessage,1,0,0
7,15,14,ControlMessage,1,1397070,0
7,6,6,Processing,2,868134,2000
7,14,2,ControlMessage,1,664910917,0
7,4,9,ControlMessage,1,0,0
7,7,2,ControlMessage,1,151145,0
7,0,3,ControlMessage,4,0,0
7,2,12,ControlMessage,1,0,0
7,14,13,ControlMessage,1,262522,0
7,15,1,ControlMessage,1,666593314,0
7,3,15,ControlMessage,1,0,0
7,1,9,ControlMessage,1,0,0
7,14,0,ControlMessage,1,667578819,0
7,3,3,Waiting,18,4665356,0
7,6,0,ControlMessage,1,3256883,0
7,0,4,ControlMessage,3,0,0
7,7,6,ControlMessage,1,134036,0
7,6,14,ControlMessage,1,0,0
7,5,10,ControlMessage,1,0,0
7,5,7,ControlMessage,1,888936,0
7,15,15,Busy,7,269064,0
7,13,9,ControlMessage,1,385401,0
7,1,1,Processing,2,755280,2000
7,0,9,ControlMessage,4,0,0
7,4,5,ControlMessage,1,275494,0
7,4,12,ControlMessage,1,0,0
7,8,8,Spinning,5,230325,0
7,14,11,ControlMessage,1,345060,0
7,15,13,ControlMessage,1,119546,0
7,8,10,ControlMessage,1,288254,0
7,0,8,ControlMessage,4,0,0
7,13,13,Processing,2,787680,2000
7,1,12,ControlMessage,1,0,0
7,12,12,Waiting,18,5644561,0
7,5,12,ControlMessage,1,0,0
7,15,0,DataMessage,1,668815846,1000
7,8,6,ControlMessage,1,665278404,0
7,3,3,Busy,6,340584,0
7,11,12,ControlMessage,1,714047,0
7,7,10,ControlMessage,1,0,0
7,5,5,Spinning,6,189322,0
